name_a,type_a,name_b,type_b,similarity,decision,confidence,reason
攻擊方法,attack,web 攻擊手法,attack,0.8464,same,0.8,節點 A 和節點 B 都指涉攻擊行為的方法或手法，語意上相近
資訊安全威脅,attack,威脅,attack,0.8471,same,0.8,兩節點名稱語意相近，均指涉資安威脅
郵件釣魚攻擊,attack,釣魚攻擊,attack,0.8474,same,0.9,節點 A 和節點 B 都描述了釣魚攻擊的概念，只是節點 A 專門指郵件形式的釣魚攻擊
漏洞利用攻擊,attack,應用程式攻擊,attack,0.846,different,0.8,兩節點雖相關但指稱不同概念，漏洞利用攻擊是特定類型的攻擊，而應用程式攻擊是更廣泛的攻擊類別
資料篡改,attack,篡改,attack,0.8462,same,0.9,節點 A 和節點 B 的名稱語意等價，均指資料被修改的攻擊行為
盜用帳號及密碼,attack,洩漏帳號密碼,attack,0.8459,different,0.8,盜用帳號及密碼與洩漏帳號密碼是兩種不同的攻擊行為
系統中毒,attack,中毒,attack,0.8454,same,0.9,系統中毒和中毒在攻擊行為或攻擊手法的本體論類別下是語意等價的
篡改,attack,程式碼篡改,attack,0.8454,different,0.8, 節點 A 和節點 B 雖然相關，但 節點 A 的篡改概念更廣泛， 節點 B 的程式碼篡改是 節點 A 的一個特定子類
竄改攻擊,attack,漏洞利用攻擊,attack,0.8491,different,0.8,竄改攻擊和漏洞利用攻擊是兩種不同的攻擊行為
攻擊行為,attack,攻擊手段,attack,0.8452,same,0.8,攻擊行為和攻擊手段在本體論類別attack下為同義詞
竊聽,attack,竊聽攻擊,attack,0.8451,same,0.9,竊聽和竊聽攻擊語意等價
偽裝攻擊,attack,竄改攻擊,attack,0.8451,different,0.8,偽裝攻擊和竄改攻擊是兩種不同的攻擊手法
實體安全威脅,attack,網路威脅,attack,0.8459,different,0.8,實體安全威脅和網路威脅是兩種不同類型的攻擊行為
各種攻擊,attack,dos攻擊,attack,0.845,different,0.8,節點 A 指各種攻擊，節點 B 指特定攻擊 dos 攻擊
駭客入侵,attack,入侵,attack,0.8453,same,0.9,駭客入侵和入侵是相關的攻擊行為，且入侵是駭客入侵的標準化形式
網路安全威脅,attack,威脅,attack,0.8454,different,0.8,節點 A 指的是網路安全威脅，節點 B 指的是一般威脅，兩者雖相關但指稱不同概念
病毒程式,attack,勒索病毒,attack,0.8447,different,0.8,節點 A 和節點 B 雖然都與病毒有關，但節點 A 是一般的病毒程式，節點 B 是特指勒索病毒，指稱不同概念
分散式阻斷服務攻擊,attack,分散式阻斷服務攻擊 (ddos),attack,0.8476,same,1.0,兩節點名稱語意等價，都是指分散式阻斷服務攻擊
資料干擾攻擊,attack,dns攻擊,attack,0.8449,different,0.8,資料干擾攻擊和dns攻擊是兩種不同類型的攻擊行為
金鑰竊取攻擊,attack,竊聽攻擊,attack,0.8441,different,0.9,金鑰竊取攻擊和竊聽攻擊是兩種不同的攻擊行為
資料竊取,attack,資料篡改,attack,0.8445,different,0.8,資料竊取和資料篡改是兩種不同的攻擊行為
竄改攻擊,attack,應用程式攻擊,attack,0.8439,different,0.8,竄改攻擊和應用程式攻擊是兩種不同類型的攻擊行為
dos攻擊,attack,dns攻擊,attack,0.845,different,0.8,dos攻擊和dns攻擊是兩種不同的攻擊行為
身份盜竊,attack,盜竊,attack,0.844,different,0.8,身份盜竊是盜竊的一種特定類型，指稱不同概念
syn flooding,attack,syn洪水攻擊,attack,0.843,same,0.9,syn flooding 和 syn洪水攻擊是同義詞
盜竊,attack,身份竊盜,attack,0.8429,different,0.8,盜竊和身份竊盜是相關但不同的攻擊行為
阻斷服務攻擊 (dos),attack,分散式阻斷服務 (ddos) 攻擊,attack,0.8441,different,0.8,雖然兩個節點都與阻斷服務攻擊相關，但節點 A 指的是一般的阻斷服務攻擊 (DoS)，而節點 B 指的是分散式阻斷服務攻擊 (DDoS)，是一種特定的 DoS 攻擊形式
資料篡改,attack,資料洩漏,attack,0.8432,different,0.9,資料篡改和資料洩漏是兩種不同的攻擊行為
dos攻擊,attack,smurf attack,attack,0.8445,different,0.8,dos攻擊和smurf attack是兩種不同的攻擊行為
密碼驗證攻擊,attack,基於密碼的攻擊,attack,0.8426,same,0.9,兩節點名稱語意相近，均指涉密碼相關的攻擊行為
漏洞利用攻擊,attack,弱點利用攻擊,attack,0.8427,same,0.9,漏洞利用攻擊和弱點利用攻擊是同義詞
網路安全威脅,attack,入侵威脅,attack,0.8425,different,0.8,網路安全威脅和入侵威脅相關但指稱不同概念
垃圾郵件攻擊,attack,詐欺攻擊,attack,0.8429,different,0.8,垃圾郵件攻擊和詐欺攻擊是兩種不同的攻擊行為
實體攻擊,attack,數位攻擊,attack,0.8439,different,0.8,實體攻擊和數位攻擊是兩種不同類型的攻擊行為
憑證填充攻擊,attack,竄改攻擊,attack,0.8429,different,0.8,憑證填充攻擊和竄改攻擊是兩種不同的攻擊行為
加密劫持,attack,金鑰竊取攻擊,attack,0.8421,different,0.8,加密劫持和金鑰竊取攻擊是相關但不同的攻擊行為
散布電腦病毒,attack,病毒,attack,0.842,different,0.8,節點 A 指的是散布電腦病毒的行為，節點 B 指的是病毒本身
跨網站腳本攻擊,attack,跨站腳本攻擊 (xss),attack,0.8422,same,0.9,兩節點名稱語意等價，都是描述跨網站腳本攻擊的不同表達方式
內部威脅,attack,資安威脅,attack,0.8414,different,0.8,內部威脅和資安威脅雖相關但指稱不同概念
sql injection 攻擊,attack,sql資料隱碼攻擊,attack,0.841,same,0.9,sql injection 攻擊和 sql 資料隱碼攻擊是同義詞
攻擊行為,attack,攻擊方法,attack,0.8426,same,0.9,攻擊行為和攻擊方法在本體論類別attack下為同義詞
跨站請求偽造攻擊,attack,跨站請求偽造攻擊（csrf）,attack,0.8423,same,1.0,兩節點名稱語意等價
竄改攻擊,attack,ddos攻擊,attack,0.8407,different,0.8,竄改攻擊和DDoS攻擊是兩種不同類型的攻擊行為
資安事件,attack,異常存取資安事件,attack,0.8409,different,0.8,節點 A 和節點 B 雖然都與資安事件相關，但節點 B 特指異常存取資安事件，指稱更具體的概念
udp 泛洪攻擊,attack,泛洪攻擊,attack,0.8405,different,0.8,節點 A 指的是特定於 UDP 的泛洪攻擊，節點 B 則是更廣泛的泛洪攻擊概念
資通安全事件,attack,資訊安全事故,attack,0.8405,same,0.9,兩節點名稱語意相近，均指資安事件
漏洞利用攻擊,attack,資料隱碼攻擊,attack,0.8395,different,0.8,兩節點名稱語意不同，指稱不同攻擊行為
企業機密外洩,attack,資料洩漏,attack,0.8408,same,0.9,企業機密外洩和資料洩漏是同義詞，均指敏感資訊的未經授權揭露
攻擊行為,attack,釣魚式攻擊,attack,0.8424,different,0.8,節點 A 指一般攻擊行為，節點 B 指特定類型的攻擊行為
已知壞的行為,attack,惡意行為,attack,0.8392,same,0.8,節點 A 和節點 B 的名稱語意相近，均指涉及惡意或不當行為
入侵行為,attack,入侵事件,attack,0.839,different,0.8,入侵行為和入侵事件相關但指稱不同概念
竊取,attack,竊聽,attack,0.8391,different,0.8,竊取和竊聽是相關但不同的攻擊行為
惡意事件,attack,惡意活動,attack,0.8455,same,0.8,惡意事件和惡意活動在攻擊行為或攻擊手法的本體論類別下可以視為同義詞
dos攻擊,attack,注入攻擊,attack,0.8383,different,0.9,dos攻擊和注入攻擊是兩種不同類型的攻擊行為
詐騙,attack,arp 欺騙,attack,0.8381,different,0.8,詐騙和arp欺騙是兩種不同類型的攻擊行為
資料篡改攻擊,attack,資料竊取,attack,0.838,different,0.8,資料篡改攻擊和資料竊取是兩種不同的攻擊行為
電腦犯罪,attack,經濟犯罪,attack,0.8376,different,0.8,電腦犯罪和經濟犯罪是兩種不同類型的犯罪行為
監聽攻擊,attack,dos攻擊,attack,0.8369,different,0.9,監聽攻擊和dos攻擊是兩種不同的攻擊行為
跨站請求偽造攻擊,attack,跨站指令碼攻擊,attack,0.8389,same,0.8,跨站請求偽造攻擊和跨站指令碼攻擊是同一類型的攻擊行為，都是指攻擊者通過偽造請求或指令碼來實現攻擊的目標
惡意入侵事件,attack,電腦系統入侵事件,attack,0.8368,same,0.9,兩節點名稱語意相近，均指涉入侵事件
外部人員威脅,attack,資安威脅,attack,0.8407,different,0.8,節點 A 指的是外部人員的威脅，節點 B 指的是資安威脅，兩者相關但概念不同
資安事件,attack,資安事故,attack,0.8365,different,0.8,資安事件和資安事故雖相關但指稱不同概念
檔案毀損,attack,毀損,attack,0.8367,same,0.8,檔案毀損和毀損雖然名稱不同，但在攻擊行為或攻擊手法的本體論類別下，檔案毀損可以被視為毀損的一種特定形式
資料竄改,attack,資料洩漏,attack,0.8367,different,0.9,資料竄改和資料洩漏是兩種不同的攻擊行為
泛洪攻擊,attack,攻擊事件,attack,0.8395,different,0.8,泛洪攻擊是一種特定攻擊手法，而攻擊事件是更廣泛的概念
數位攻擊,attack,dns攻擊,attack,0.836,different,0.8,數位攻擊和dns攻擊是相關但不同概念
釣魚攻擊,attack,暴力攻擊,attack,0.8385,different,1.0,釣魚攻擊和暴力攻擊是兩種不同類型的攻擊行為
stuxnet 攻擊,attack,ddos 攻擊,attack,0.836,different,0.9,stuxnet 攻擊和 ddos 攻擊是兩種不同類型的攻擊行為
分散式阻斷服務攻擊,attack,阻斷服務攻擊 (dos),attack,0.8359,same,0.9,分散式阻斷服務攻擊是阻斷服務攻擊的一種特定形式
攻擊手段,attack,web 攻擊手法,attack,0.8358,different,0.8,節點 A 的攻擊手段較為廣泛，節點 B 的 web 攻擊手法則是特指網路攻擊的方法
泛洪攻擊,attack,syn 洪水攻擊,attack,0.8399,same,0.9,syn 洪水攻擊是泛洪攻擊的一種特定形式
資安事件,attack,事件,attack,0.8364,different,0.8,節點 A 和節點 B 雖然相關，但指稱的概念不同，資安事件是一種特定類型的事件
竊取,attack,身份竊盜,attack,0.8356,different,0.8,竊取和身份竊盜雖相關但指稱不同概念
資通安全事件,attack,資安事故,attack,0.8356,same,0.8,兩節點名稱語意相近，均指資安事件
資料竊取,attack,盜竊,attack,0.8358,same,0.9,資料竊取和盜竊在攻擊行為或攻擊手法的本體論類別中是同義詞
sql injection,attack,sql injection 攻擊,attack,0.836,same,0.9,節點 A 和節點 B 的名稱語意等價，都是指 SQL 注入攻擊
郵件釣魚攻擊,attack,網路釣魚攻擊,attack,0.8355,different,0.8,兩節點雖相關但指稱不同攻擊手法
侵權行為,attack,惡意提權行為,attack,0.8355,different,0.8,節點 A 和節點 B 雖然都屬於攻擊行為，但侵權行為和惡意提權行為是不同類型的攻擊
惡意軟體攻擊,attack,漏洞利用攻擊,attack,0.835,different,0.8,兩節點雖相關但指稱不同攻擊行為
猜測攻擊,attack,記憶體地址猜測攻擊,attack,0.8353,different,0.8,節點 A 和節點 B 雖然都與攻擊行為相關，但猜測攻擊是一個更廣泛的概念，而記憶體地址猜測攻擊是一種特定的攻擊手法
內部威脅,attack,入侵威脅,attack,0.8354,different,0.8,內部威脅和入侵威脅是兩種不同類型的攻擊行為
sql injection,attack,sql資料隱碼攻擊,attack,0.8346,same,0.9,sql injection 和 sql 資料隱碼攻擊是同義詞
電腦系統入侵事件,attack,駭客入侵,attack,0.8341,same,0.9,電腦系統入侵事件和駭客入侵語意相近，均指涉及未經授權的系統存取
跨網站腳本攻擊,attack,跨站指令碼攻擊,attack,0.8356,same,0.9,跨網站腳本攻擊和跨站指令碼攻擊是同義詞
未經授權存取,attack,非法存取,attack,0.8343,same,0.9,未經授權存取和非法存取是同義詞，均指未經授權的存取行為
勒索軟體攻擊,attack,勒索程式,attack,0.834,same,0.9,節點 A 和節點 B 的名稱語意等價，都是指利用軟體或程式進行勒索的攻擊行為
阻絕服務攻擊 (dos),attack,分散式阻斷服務 (ddos) 攻擊,attack,0.833,different,0.8,雖然兩個節點都屬於攻擊行為，但阻絕服務攻擊（dos）和分散式阻斷服務（ddos）攻擊是不同類型的攻擊
金鑰淪陷攻擊,attack,金鑰竊取攻擊,attack,0.8329,same,0.9,金鑰淪陷攻擊和金鑰竊取攻擊在語意上相近，均指涉及金鑰被攻擊者取得的攻擊行為
潛在威脅,attack,物聯網安全威脅,attack,0.8333,different,0.8,節點 A 和節點 B 雖然都與攻擊行為或攻擊手法相關，但指稱的概念不同，節點 A 較為一般，節點 B 則特指物聯網安全領域的威脅
竊取,attack,智慧財產竊取,attack,0.8336,different,0.8,竊取和智慧財產竊取雖相關但指稱不同概念
連線劫持,attack,tcp/ip 劫持,attack,0.835,same,0.9,連線劫持和TCP/IP劫持都是描述攻擊行為中攔截和控制連線的概念
外部人員威脅,attack,威脅,attack,0.8364,different,0.8,節點 A 指的是外部人員的威脅，節點 B 則是更廣泛的威脅概念
api 攻擊,attack,應用程式攻擊,attack,0.8326,same,0.8,api 攻擊和應用程式攻擊在攻擊行為或攻擊手法的本體論類別下是相關的概念，且 api 攻擊可以被視為應用程式攻擊的一種特定形式
間諜程式,attack,間諜軟體,attack,0.832,same,0.9,間諜程式和間諜軟體是同義詞
跨站請求偽造攻擊（csrf）,attack,跨站腳本攻擊 (xss),attack,0.8319,different,1.0,兩節點名稱語意不同，分別指稱跨站請求偽造攻擊和跨站腳本攻擊
資料竊取,attack,資料干擾攻擊,attack,0.8317,different,0.8,資料竊取和資料干擾攻擊是相關但不同的攻擊行為
全新病毒,attack,病毒,attack,0.8322,different,0.8,節點 A 和節點 B 雖然都與病毒相關，但節點 A 強調的是全新病毒，指稱一個特定的概念，而節點 B 只是指病毒，涵蓋範圍更廣泛
監聽攻擊,attack,黑洞攻擊,attack,0.8323,different,0.9,監聽攻擊和黑洞攻擊是兩種不同的攻擊行為
網路竊聽,attack,網路監聽,attack,0.8323,same,0.9,網路竊聽和網路監聽是同義詞
syn flooding,attack,syn 洪水攻擊,attack,0.8317,same,0.9,syn flooding 和 syn 洪水攻擊 是同義詞
帳號盜用,attack,身份盜竊,attack,0.8312,different,0.8,帳號盜用和身份盜竊雖相關但指稱不同概念
駭客入侵,attack,漏洞利用攻擊,attack,0.8316,different,0.8,駭客入侵和漏洞利用攻擊是相關但不同的攻擊行為
其他攻擊方式,attack,新的攻擊方式,attack,0.8311,different,0.8,兩節點名稱雖相關但指稱不同概念
潛在威脅,attack,實體安全威脅,attack,0.8311,different,0.8,兩節點雖相關但指稱不同概念，潛在威脅和實體安全威脅不是同義詞
盜竊,attack,智慧財產竊取,attack,0.831,different,0.8,盜竊和智慧財產竊取是相關但不同概念的攻擊行為
非法存取,attack,竊取,attack,0.8343,different,0.8,非法存取和竊取是相關但不同的攻擊行為
注入攻擊,attack,應用程式攻擊,attack,0.8304,different,0.8,注入攻擊是應用程式攻擊的一種特定類型，但不是所有應用程式攻擊都是注入攻擊
內部威脅,attack,潛在威脅,attack,0.8307,different,0.8,內部威脅和潛在威脅雖相關但指稱不同概念
數位攻擊,attack,dos攻擊,attack,0.8328,different,0.8,數位攻擊和dos攻擊是相關但不同的攻擊行為
tcp 封包攻擊,attack,tcp/ip 劫持,attack,0.8302,different,0.8,tcp 封包攻擊和tcp/ip 劫持是兩種不同的攻擊行為
跨站請求偽造攻擊,attack,跨站腳本攻擊,attack,0.83,different,0.8,跨站請求偽造攻擊和跨站腳本攻擊是相關但不同的攻擊行為
恐怖攻擊,attack,攻擊事件,attack,0.8297,different,0.8,節點 A 和節點 B 雖然都屬於攻擊行為，但指稱的概念不同，恐怖攻擊是一種特定類型的攻擊，而攻擊事件更為廣泛
阻絕服務攻擊 (dos),attack,分散式阻斷服務攻擊,attack,0.8292,different,0.8,雖然兩個節點都與阻絕服務攻擊有關，但節點 A 指的是一般的阻絕服務攻擊，而節點 B 指的是分散式的阻斷服務攻擊，兩者概念不同
勒索軟體攻擊,attack,勒索病毒,attack,0.83,same,0.9,節點 A 和節點 B 都指涉到利用軟體或病毒進行勒索的攻擊行為
